Country,Country_Code,Year,Budget_Deficit_Surplus,Capital_Expenditure,Consumer_Price_Index_(CPI),Defence_Expenditure,Education_Expenditure,Expenditure,Exports,Food_Inflation_,Food_Inflation_YoY,GDP_Growth_Rate,GDP_per_Capita,GDP_per_Capita_,GDP_per_capita,Government_Debt,Health_Expenditure,Imports,Inflation_Rate,Inflation_Rate_,Interest_Rate,Labour_Force,Nominal_GDP,Population,Real_GDP,Revenue,Tax_Revenue,Unemployment_Rate,Value_Added_Tax_(VAT),Fiscal_Balance_Ratio,Debt_GDP_Ratio,Expenditure_Growth,Revenue_Growth,Revenue_Volatility,Fiscal_Gap,Debt_Growth,Trade_Balance,Deficit_Revenue_Ratio,Tax_GDP_Ratio,CapEx_Share,Health_Per_Capita
Egypt,EGY,2011.0,-97362.684,,115.66666666666667,18589.06,,291826.46400000004,10981.17,,,-0.31200000000000006,,,,26544.340000000004,,22110.620000000003,,10.133333333333333,11.033333333333333,,577.5,,2029.7580000000003,192214.646,120618.0,12.0,,-16859.33922077922,4596.422510822512,11.117803128379311,2.196714216595863,26204.870320468715,-99611.81800000003,1.116133500232741,-11129.450000000003,-50.6531037182255,20886.233766233767,,
Egypt,EGY,2012.0,-120212.8,,123.89999999999999,18244.6,,353810.0,10032.740000000002,,,3.178,,,,25658.06,,23807.579999999998,,7.166666666666667,12.0,,688.6600000000001,,2086.728,233223.8,139670.8,12.7,,-17456.045073040394,3725.7950222170593,21.239861234791913,21.33508286356076,25159.14140191077,-120586.20000000001,-3.33886621404037,-13774.839999999997,-51.54396763966628,20281.532251038243,,
Egypt,EGY,2013.0,-166028.0,,135.64166666666668,20190.0,,426940.0,10693.179999999998,,,1.786,,,,28306.659999999996,,22739.98,,9.450000000000001,12.291666666666666,,773.28,,2126.934,264667.8,160378.8,13.2,,-21470.618663356094,3660.5964204427883,20.6692857748509,13.482328990437509,35284.083917026655,-162272.2,10.322682229287782,-12046.800000000001,-62.730713747573375,20740.068280571075,,
Egypt,EGY,2014.0,-177531.6,,149.31666666666666,22888.2,,495099.6,10258.259999999998,,,4.473999999999999,,,,28022.8,,24926.54,,10.075000000000001,11.708333333333334,,888.14,,2210.1279999999997,328816.2,170951.4,13.0,,-19989.14585538316,3155.2232756097014,15.964678877594029,24.237326943436276,58119.9929389481,-166283.39999999997,-1.002802873952624,-14668.280000000002,-53.99113547325223,19248.2491499088,,
Egypt,EGY,2015.0,-208310.6,,164.79999999999998,28852.0,,548960.6,8255.2,,,4.0280000000000005,,,,24619.620000000003,,23777.56,,10.391666666666667,11.625,,1003.5200000000001,,2301.95,347437.4,203848.4,12.8,,-20757.99186862245,2453.326291454082,10.878821150330165,5.6631029736369465,64872.66359792185,-201523.19999999995,-12.144325335084272,-15522.36,-59.95629716317241,20313.337053571424,,
Egypt,EGY,2016.0,-244653.0,,187.5583333333333,30854.0,,586805.0,7744.579999999999,,,3.97,,,,24763.54,,23143.6,,13.725,13.6,,1159.16,,2396.442,331741.0,282377.0,12.5,,-21106.0595603713,2136.3349321922774,6.893828081651043,-4.517763487753479,49468.84664966415,-255064.0,0.5845744166644185,-15399.02,-73.74819512812707,24360.485178922667,,
Egypt,EGY,2017.0,-262640.4,,242.89166666666668,36937.0,,745910.4,9013.52,,,4.811999999999999,,,,35401.1,,23771.56,,29.616666666666664,18.175,,1591.7800000000002,,2506.55,485707.0,307782.0,11.8,,-16499.79268491877,2223.994521856035,27.113845314883143,46.411507772629854,81352.12999173395,-260203.40000000002,42.95654013925309,-14758.04,-54.07383463693133,19335.71222153815,,
Egypt,EGY,2018.0,-335620.5,,277.875,46587.5,,1044122.25,10774.560000000001,,,5.398,,,,46863.94,,25785.7,,14.4,18.316666666666666,,1965.9599999999998,,2641.102,710061.0,490829.5,9.9,,-17071.583348593056,2383.7687440232767,39.97958065740872,46.19122228009891,164064.7170482184,-334061.25,32.379897799785894,-15011.14,-47.2664320389375,24966.40318216037,,
Egypt,EGY,2019.0,-294175.0,,201.3125,43901.0,,1002802.4,11393.42,,,5.616,,,,57732.86,,26497.68,,9.383333333333333,16.116666666666667,,2305.54,,2788.8239999999996,699079.4,475201.8,7.9,,-12759.483678444096,2504.092750505305,-3.957376638607213,-1.546571350912096,183339.1633428274,-303723.0,23.192501526760225,-15104.26,-42.08034166076128,20611.301473841268,,
Egypt,EGY,2020.0,-298496.8,,108.04166666666667,47894.8,,1080306.6,10285.0,,,1.9140000000000001,,,,69887.72,,24970.879999999997,,5.058333333333334,11.366666666666667,,2500.08,,2858.226,749282.0,487653.8,7.9,,-11939.489936322037,2795.4193465809094,7.728760920396693,7.181244362228378,179669.55791127204,-331024.6000000001,21.053625266442722,-14685.879999999997,-39.83771130228672,19505.52782310966,,
Egypt,EGY,2021.0,-332299.6,,113.66666666666667,56646.4,,1182490.8,13023.74,,,6.4,,,,82695.2,,30349.440000000002,,5.216666666666667,9.425,,2777.92,,3007.7560000000003,850960.6,553956.8,7.4,,-11962.173136735397,2976.8747840110586,9.458814747591093,13.570137811931948,133450.88771784143,-331530.20000000007,18.32579457449748,-17325.700000000004,-39.049939562419226,19941.423799101485,,
Egypt,EGY,2022.0,-358205.4,,129.45833333333334,64397.8,,1325427.8,17725.64,,,4.720000000000001,,,,82151.86,,33851.479999999996,,13.816666666666668,10.583333333333334,,3326.16,,3170.3599999999997,980914.0,652221.4,7.24,,-10769.337614546504,2469.8709623108934,12.087789604790157,15.271376841654005,118484.52985086234,-344513.80000000005,-0.6570393444843226,-16125.839999999997,-36.51751325804301,19608.8402241624,,
Egypt,EGY,2023.0,-522409.75,,153.55,75691.75,,1743937.0,14838.5,,,3.11,,,,83529.38,,27923.74,,33.791666666666664,17.758333333333333,,4429.298,,3275.6,1220435.25,885729.0,7.0200000000000005,,-11794.414148698055,1885.8378912414564,31.57540531441998,24.41817019636787,208994.97631759557,-523501.75,1.6767970926038656,-13085.240000000002,-42.80520003007124,19997.05145149412,,
Egypt,EGY,2024.0,,,,,,,8400.066666666666,,,2.31,,,,80854.13333333333,,33078.075,,28.4525,22.016666666666666,,,,3366.59,,,6.5,,,,0.0,0.0,203459.0741961932,,-3.2027613118482012,-24678.00833333333,,,,
Egypt,EGY,2025.0,,,,,,,,,,,,,,,,,,16.0775,20.225,,,,,,,,,,,0.0,0.0,187425.4662373563,,0.0,,,,,
Ethiopia,ETH,2008.0,,,,,,,,,,,,,,,,,,7.8,,,,,,,,,,,,,,,,,,,,,
Ethiopia,ETH,2010.0,,,,,,,,,,,,,,,,,,7.9,,,,,,,,,,,,,,,,,,,,,
Ethiopia,ETH,2011.0,,,,,,,,,,11.4,396.0,,,,,,,8.8,,,478900.0,80700000.0,475600.0,,,,,,,,,,,,,,,,
Ethiopia,ETH,2012.0,,,,,,,,,,8.7,523.0,,,,,,,9.1,,,519500.0,82700000.0,517000.0,,,,,,,,,,,,,,,,
Ethiopia,ETH,2013.0,,,,,,,,,,9.9,559.0,,,,,,,8.7,,,571700.0,84800000.0,568000.0,,,,,,,,,,,,,,,,
Ethiopia,ETH,2014.0,,,,,,,3300.1,,,10.3,640.0,,,,,13712.3,,8.5,,,630300.0,87000000.0,627000.0,,,,,,,,,,,,-10412.199999999999,,,,
Ethiopia,ETH,2015.0,-30882.1,117145.7,,,,230521.2,3019.1,,,10.4,725.0,,,,,16458.6,,10.4,,,696500.0,89100000.0,692000.0,199639.1,165312.5,,,-4.433898061737258,,,,,-30882.100000000006,,-13439.499999999998,-15.468963745077993,23.734745154343145,50.8177555903752,
Ethiopia,ETH,2016.0,-36073.4,144184.1,,,,280892.8,6077.3,11.2,,8.0,814.6,,,,,20552.1,,9.7,12.8,,1568097.5,91200000.0,1568097.5,244819.4,190519.7,,,-2.300456444832034,,21.851178980501572,22.630987617155142,,-36073.399999999994,,-14474.8,-14.734698312306952,12.1497355872323,51.33064998462047,
Ethiopia,ETH,2017.0,-59444.0,153023.5,,,,329658.1,6257.2,7.2,,10.1,875.8,,,,,19714.0,,7.4,12.8,,1832553.7,93400000.0,1717127.2,270214.1,210172.5,,,-3.243779431947888,,17.360822349309046,10.372829930961336,35746.750251316545,-59444.0,,-13456.8,-21.998852021415612,11.468831718273794,46.418850317950636,
Ethiopia,ETH,2018.0,-66643.2,143735.1,,,,354205.3,7095.9,13.4,,7.7,883.3,,,,,19707.4,,14.6,13.5,,2202372.7,95500000.0,1834066.5,287562.1,235229.5,,,-3.025972851915572,,7.446260231433732,6.420094288195921,38215.75412212219,-66643.20000000001,,-12611.500000000002,-23.175237626933452,10.680730831797906,40.579601716857425,
Ethiopia,ETH,2019.0,-68169.2,174949.1,,,,413105.7,7694.9,13.1,,9.0,983.1,,,,,20704.8,,12.6,13.5,,2696222.7,97600000.0,1982516.7,344936.5,268457.4,,,-2.5283223080942085,,16.628887258321654,19.952003410741547,53635.50752708507,-68169.20000000001,,-13009.9,-19.762825911435872,9.956796224584862,42.34971824402326,
Ethiopia,ETH,2020.0,-93277.4,207576.1,,,,488243.2,7715.7,23.3,,6.1,1079.4,,,,,18828.3,,19.9,14.3,,3374746.9,99750000.0,2109180.1,394965.8,311476.5,,,-2.763982092997848,,18.18844426499078,14.503915938150925,60752.320351958595,-93277.40000000002,,-11112.599999999999,-23.616576422566208,9.229625486877254,42.514898312971894,
Ethiopia,ETH,2021.0,-120118.5,235409.7,,,,599006.7,8498.9,23.2,,6.3,1091.7,,,,,19177.0,,20.2,14.3,,4341024.2,101900000.0,2227894.7,478888.1,388763.5,,,-2.767054373942444,,22.686132648647227,21.247991598259897,84827.51450975094,-120118.59999999998,,-10678.1,-25.082790739632078,8.955570899604751,39.30001116848944,
Ethiopia,ETH,2022.0,-212345.4,262055.7,,,,779099.0,10457.7,40.3,,6.4,1217.8,,,,,23845.0,,33.8,14.3,,6157015.2,104100000.0,2346748.0,566753.6,477770.3,,,-3.448836702563281,,30.065156199421494,18.34781444767577,110295.97524550481,-212345.40000000002,,-13387.3,-37.46696977310775,7.759771325560476,33.635738205285854,
Ethiopia,ETH,2023.0,-221184.9,355917.0,,,,938771.6,10855.8,31.7,,7.2,1548.7,,,,,23430.0,,32.5,14.3,,8723116.8,105700000.0,2501498.3,717586.7,593232.1,,,-2.535617773683828,,20.494519951893153,26.613523054816056,147750.32943859382,-221184.90000000002,,-12574.2,-30.823439174666976,6.8006896342371554,37.91305574220609,
Ethiopia,ETH,2024.0,-246950.7,467457.6,,,,1120077.3,11763.6,28.1,,8.1,1937.0,,,,,25128.0,,26.6,14.3,,11752138.0,108400000.0,2684525.0,873126.5,716172.2,,,-2.1013257332410493,,19.313078921433082,21.675401731944042,191076.52810696818,-246950.80000000005,,-13364.4,-28.28349614861077,6.093973709294428,41.73440529506311,
Ghana,GHA,1971.0,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,
Ghana,GHA,1972.0,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,
Ghana,GHA,1973.0,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,
Ghana,GHA,1974.0,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,
Ghana,GHA,1975.0,,,,,,,,,,,,,,,,,,,6.666666666666667,,,,,,,,,,,,,,,,,,,,
Ghana,GHA,1976.0,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,
Ghana,GHA,1977.0,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,
Ghana,GHA,1978.0,,,,,,,,,,,,,,,,,,,9.833333333333334,,,,,,,,,,,,,,,,,,,,
Ghana,GHA,1979.0,,,,,,,,,,,,,,,,,,,13.5,,,,,,,,,,,,,,,,,,,,
Ghana,GHA,1980.0,,,,,,,,,,,,,,,,,,,13.5,,,,,,,,,,,,,,,,,,,,
Ghana,GHA,1981.0,,,,,,,,,,,,,,,,,,,15.5,,,,,,,,,,,,,,,,,,,,
Ghana,GHA,1982.0,,,,,,,,,,,,,,,,,,,14.25,,,,,,,,,,,,,,,,,,,,
Ghana,GHA,1983.0,,,,,,,,,,,,,,,,,,,10.833333333333334,,,,,,,,,,,,,,,,,,,,
Ghana,GHA,1984.0,,,,,,,,,,,,,,,,,,,14.5,,,,,,,,,,,,,,,,,,,,
Ghana,GHA,1985.0,,,,,,,,,,,,,,,,,,,18.291666666666668,,,,,,,,,,,,,,,,,,,,
Ghana,GHA,1986.0,,,,,,,,,,,,,,,,,,,21.166666666666668,,,,,,,,,,,,,,,,,,,,
Ghana,GHA,1987.0,,,,,,,,,,,,,,,,,,,23.5,,,,,,,,,,,,,,,,,,,,
Ghana,GHA,1988.0,,,,,,,,,,,,,,,,,,,26.0,,,,,,,,,,,,,,,,,,,,
Ghana,GHA,1989.0,,,,,,,,,,,,,,,,,,,26.0,,,,,,,,,,,,,,,,,,,,
Ghana,GHA,1990.0,,,,,,,,,,,,,,,,,,,26.666666666666668,,,,,,,,,,,,,,,,,,,,
Ghana,GHA,1991.0,,,,,,,,,,,,,,,,,,,31.833333333333332,,,,,,,,,,,,,,,,,,,,
Ghana,GHA,1992.0,,,,,,,,,,,,,,,,,,,22.583333333333332,,,,,,,,,,,,,,,,,,,,
Ghana,GHA,1993.0,,,,,,,,,,,,,,,,,,,34.166666666666664,,,,,,,,,,,,,,,,,,,,
Ghana,GHA,1994.0,,,,,,,,,,,,,,,,,,,34.166666666666664,,,,,,,,,,,,,,,,,,,,
Ghana,GHA,1995.0,,,,,,,,,,,,,,,,,,,41.0,,,,,,,,,,,,,,,,,,,,
Ghana,GHA,1996.0,,,,,,,,,,,,,,,,,,,45.0,,,,,,,,,,,,,,,,,,,,
Ghana,GHA,1997.0,,,,,,,,,,,,,,,,,,,45.0,,,,,,,,,,,,,,,,,,,,
Ghana,GHA,1998.0,,,,,,,,,,,,,,,,,,,43.166666666666664,,,,,,,,,,,,,,,,,,,,
Ghana,GHA,1999.0,,,,,,,,,,,,,,,,,,,28.25,,,,,,,,,,,,,,,,,,,,
Ghana,GHA,2000.0,,,,,,,,,,,,,,,,,,,27.0,,,,,,,,,,,,,,,,,,,,
Ghana,GHA,2001.0,,,,,,,,,,,,,,,,,,,27.0,,,,,,,,,,,,,,,,,,,,
Ghana,GHA,2002.0,,,,,,,,,,,,,,,,,,,24.916666666666668,,,,,,,,,,,,,,,,,,,,
Ghana,GHA,2003.0,,,,,,,,,,,,,,,,,,,25.708333333333332,,,,,,,,,,,,,,,,,,,,
Ghana,GHA,2004.0,,,,,,,,,,,,,,,,,,,19.125,,,,,,,,,,,,,,,,,,,,
Ghana,GHA,2005.0,,,,,,,,,,,,,,,,,,,16.833333333333332,,,,,,,,,,,,,,,,,,,,
Ghana,GHA,2006.0,,,,,,,318.6333333333334,,,,,,,,,574.0500000000001,,,14.333333333333334,,7083.575,,18176.6025,,,,,,,,,,,,-255.41666666666669,,,,
Ghana,GHA,2007.0,,,,,,,341.25,,,4.3875,,,,,,686.2916666666666,,,12.666666666666666,,8521.9575,,18917.145,,,,,,,,,,,,-345.04166666666663,,,,
Ghana,GHA,2008.0,,,,,,,439.14166666666665,,,8.9725,,,,,,854.8000000000001,,,15.799999999999999,,10866.34,,20620.260000000002,,,,,,,,,,,,-415.6583333333334,,,,
Ghana,GHA,2009.0,,,,,,,486.6333333333334,,,5.547499999999999,,,,,,670.6916666666667,,,18.291666666666668,,13054.5075,,21791.6575,,,,,,,,,,,,-184.05833333333334,,,,
Ghana,GHA,2010.0,,,,,,,663.35,,,7.615,,,,,,910.1833333333334,,,14.666666666666666,,16205.9875,,23486.684999999998,,,,,,,,,,,,-246.83333333333337,,,,
Ghana,GHA,2011.0,,,,,,,1057.6333333333334,,,9.645,,,,,,1319.8083333333334,,,12.916666666666666,,19544.615,,26764.2425,,,,,,,,,,,,-262.17499999999995,,,,
Ghana,GHA,2012.0,-356.34999999999997,,99.97500000000001,,,1745.3999999999999,1128.45,,,7.945,,,,,,1480.2749999999999,,,14.458333333333334,,24175.3625,,29018.285,1389.0333333333335,461.3333333333333,,,-1.4740213306005234,,,,,-356.36666666666633,,-351.8249999999998,-25.654531928679415,1.9082788658632661,,
Ghana,GHA,2013.0,-963.9083333333333,,111.60833333333333,,,2895.6416666666664,1146.7333333333333,7.283333333333334,,6.895,,2453.16,,,,1466.6833333333334,,11.65,15.75,,48461.28,26430000.0,49791.032,2666.1749999999997,860.8000000000001,,,-1.9890278039154834,,65.90132156907683,91.94463775767316,,-229.4666666666667,,-319.95000000000005,-36.15322825145886,1.7762634416589909,,
Ghana,GHA,2014.0,-601.4,,128.9,,,2663.5333333333333,1101.0833333333333,6.791666666666667,,2.5759999999999996,,1999.18,,22276.203333333335,,1216.6833333333334,,15.450000000000001,18.5,,61562.438,27040000.0,51213.182,2062.108333333333,707.225,,,-0.9768943848520099,36.18473221176416,-8.015782339550526,-22.65667732488178,638.8814874631663,-601.4250000000002,,-115.60000000000014,-29.164326154865773,1.1487930351296354,,
Ghana,GHA,2015.0,-526.3583333333333,,151.00833333333333,,,3117.0416666666665,860.0166666666668,7.483333333333333,,2.3600000000000003,,1756.23,,24220.685833333333,,1122.0833333333333,,17.133333333333333,23.0,,72471.88200000001,27670000.0,52299.292,2590.6916666666666,725.5500000000001,,,-0.7262931757910376,33.420804269072704,17.02656871824393,25.633150537677874,590.063425552515,-526.3499999999999,8.728967279133881,-262.0666666666665,-20.317289784259675,1.0011468999797741,,
Ghana,GHA,2016.0,-1453.9083333333335,,177.38333333333333,,,3720.366666666667,928.2083333333334,8.674999999999999,,4.33,,1978.46,,28004.344166666666,,1076.6583333333335,,17.516666666666666,25.916666666666668,,87632.43400000001,28310000.0,54063.592000000004,2806.5166666666664,758.9083333333333,,,-1.6590984261983792,31.956597447318035,19.355692496892086,8.330786823338677,583.4285361181302,-913.8500000000004,15.621598658969994,-148.45000000000016,-51.804728281202685,0.8660130715225064,,
Ghana,GHA,2017.0,-922.2166666666667,,199.33333333333334,,,4128.408333333334,1152.9083333333333,7.283333333333334,,5.394,,2083.11,,31566.18416666667,,1053.95,,12.375,22.25,,103314.67,28960000.0,58458.364,3356.4666666666667,1092.5583333333334,,,-0.8926289622438582,30.553438506522518,10.967780953490248,19.595465315842308,464.2810046563638,-771.9416666666671,12.71888382317352,98.95833333333326,-27.475817824299366,1.0575055152703228,,
Ghana,GHA,2018.0,-880.0,,218.9416666666667,,,4849.741666666667,1245.2266666666667,7.816666666666666,,6.102,,2272.51,,35826.340000000004,,1094.5049999999999,,9.85,17.666666666666668,,120040.74399999999,29614337.0,62082.826,4146.791666666667,1564.7083333333333,,,-0.7330844267343095,29.845149910100528,17.472431869425044,23.546338411424728,794.7530080899701,-702.9499999999998,13.495948103325016,150.7216666666668,-21.221225244415862,1.3034810358500721,,
Ghana,GHA,2019.0,-1093.7749999999999,,183.15833333333333,,,5495.683333333333,1305.6274999999998,7.575,,5.9879999999999995,,2256.81,,39786.6925,,1117.5575000000001,,8.674999999999999,16.0,,138350.77,30280811.0,66123.036,4607.75,1890.2749999999999,,,-0.7905810715762551,28.757839584123744,13.319094316020275,11.11602343176954,862.2352660825172,-887.9333333333334,11.054303900426321,188.0699999999997,-23.73772448592046,1.3662916368300662,,
Ghana,GHA,2020.0,-3439.3333333333335,,117.83333333333333,,,8033.375,1205.9608333333333,11.841666666666667,,0.8240000000000001,,2272.46,,47836.29666666666,,1035.7133333333334,,9.924999999999999,14.75,,154017.72999999998,30816511.0,66462.872,4809.599999999999,1977.3916666666667,,,-2.2330762395558836,31.058954489633546,46.17608971890059,4.38066301340132,847.0545261128904,-3223.7750000000005,20.231900821277527,170.24749999999995,-71.50975826125527,1.2838727506675152,,
Ghana,GHA,2021.0,-3264.9500000000003,,129.60833333333332,,,9106.316666666668,1227.2883333333332,10.299999999999999,,6.3100000000000005,,2579.28,,58408.45916666667,,1135.7216666666666,,9.950000000000001,14.0,,180461.676,30832019.0,69836.82800000001,6101.108333333334,2330.9500000000003,,,-1.8092207012418526,32.36612917562988,13.356051057826468,26.852718174761602,1006.1059925145119,-3005.208333333334,22.100712715428305,91.5666666666666,-53.514047311076,1.291659288368795,,
Ghana,GHA,2022.0,-5700.483333333334,,156.0325,,,12163.059166666666,1457.8633333333335,33.675000000000004,,4.556,,2368.9,,53715.0025,,1218.4358333333332,,31.46666666666667,20.208333333333332,,239146.65,31350393.0,72494.012,8054.27,3202.025,,,-2.383676849888273,22.46111434134662,33.56727656077556,32.01322710491126,1579.550859510826,-4108.789166666666,-8.03557692435275,239.42750000000024,-70.77591554955735,1.338937844205637,,
Ghana,GHA,2023.0,-1553.1666666666667,,183.64583333333334,,,12887.435,1391.9183333333333,48.958333333333336,,3.4219999999999997,,2569.5,,52438.2125,,1167.3758333333333,,40.27916666666667,29.5,,347644.244,31350393.0,74770.38,11334.270833333334,4709.993333333333,,,-0.4467689868228241,15.083871919363636,5.955539830953982,40.72375067303844,2793.938864286702,-1553.1641666666656,-2.376970940288048,224.54250000000002,-13.703278221470649,1.3548313871502884,,
Ghana,GHA,2024.0,-7720.604166666667,,225.65416666666667,,,18853.628333333334,1597.0641666666668,24.691666666666666,,5.984,,2513.11,,51102.12916666667,,1282.6291666666666,,22.929166666666664,28.333333333333332,,459416.1,33010000.0,78985.702,15549.4375,6561.8341666666665,,,-1.680525381384472,11.123277823016362,46.294653151176576,37.189570715657695,4331.78163017513,-3304.190833333334,-2.547919293269829,314.4350000000002,-49.65198365964471,1.428298696250886,,
Ghana,GHA,2025.0,2013.1371428571426,,257.1333333333333,,,18585.94,2248.88875,20.87777777777778,,,,,,54066.612857142856,,1474.99,,17.26222222222222,27.0,,336637.4,,50630.7,16595.707142857143,7221.401428571428,,,0.5980135133105063,16.06078613283695,-1.4198239649185207,6.728665540841217,4566.428968459411,-1990.2328571428552,5.801096233794278,773.8987500000001,12.130469196207795,2.1451572013601066,,
Ivory Coast,CIV,1960.0,1.5,,,,,24.3,,,,,,,,,,,,,,,140.7,,,25.8,24.5,,,1.0660980810234544,,,,,1.5,,,5.813953488372093,17.412935323383085,,
Ivory Coast,CIV,1961.0,2.3,,,,,28.6,,,,,,,,,,,,,,,159.3,,,30.9,29.9,,,1.443816698053986,,17.695473251028805,19.767441860465105,,2.299999999999997,,,7.443365695792881,18.76961707470182,,
Ivory Coast,CIV,1962.0,-0.9,,,,,31.8,,,,,,,,,,,,,,,166.1,,,30.9,29.8,,,-0.5418422636965683,,11.188811188811187,0.0,2.944486372867089,-0.9000000000000021,,,-2.912621359223301,17.940999397953043,,
Ivory Coast,CIV,1963.0,1.2,,,,,33.6,,,,,,,,,,,,,,,195.9,,,34.8,33.9,,,0.6125574272588055,,5.660377358490565,12.621359223300965,3.690528417449185,1.1999999999999957,,,3.4482758620689653,17.304747320061253,,
Ivory Coast,CIV,1964.0,0.3,,,,,43.8,73186.0,,,,,,,,,,,,,,237.1,,,44.1,42.7,,,0.12652889076339097,,30.35714285714284,26.724137931034498,6.831178522041421,0.30000000000000426,,,0.6802721088435374,18.00927878532265,,
Ivory Coast,CIV,1965.0,-2.6,,,,,51.5,68418.2,,,,,,,,,58343.0,,,,,236.8,,3864.54,48.9,48.9,,,-1.097972972972973,,17.579908675799103,10.88435374149659,8.170801674254495,-2.6000000000000014,,10075.199999999997,-5.316973415132924,20.65033783783784,,
Ivory Coast,CIV,1966.0,-4.7,,,,,58.2,76658.5,,,,,,,,,62792.0,,,,,236.8,,4311.88,53.5,50.6,,,-1.9847972972972971,,13.00970873786409,9.40695296523517,9.46509376604374,-4.700000000000003,,13866.5,-8.785046728971963,21.368243243243242,,
Ivory Coast,CIV,1967.0,-6.4,,,,,59.1,80262.6,,,,,,,,,65050.0,,,,,257.3,,4509.99,52.7,47.8,,,-2.487368830159347,,1.546391752577314,-1.495327102803734,7.671375365604274,-6.399999999999999,,15212.600000000006,-12.144212523719165,18.57753595025262,,
Ivory Coast,CIV,1968.0,2.2,,,,,71.5,104224.6,,,,,,,,,75831.0,,,,,274.4,,5075.85,73.7,69.3,,,0.8017492711370264,,20.981387478849413,39.848197343453506,11.31777363265409,2.200000000000003,,28393.600000000006,2.985074626865672,25.25510204081633,,
Ivory Coast,CIV,1969.0,-8.3,,,,,80.3,,,,,,,,,,,,,,,325.1,,5560.11,72.0,69.4,,,-2.553060596739465,,12.307692307692308,-2.3066485753052923,11.729364859189955,-8.299999999999997,,,-11.527777777777779,21.347277760689018,,
Ivory Coast,CIV,1970.0,-13.4,,,,,96.8,130190.4,,,,,,,,,107704.0,,,,,364.0,,6137.15,83.4,83.0,,,-3.6813186813186816,,20.547945205479444,15.833333333333343,13.46822185739455,-13.399999999999991,,22486.399999999994,-16.06714628297362,22.802197802197803,,
Ivory Coast,CIV,1971.0,-20.4,,8.49,,,110.8,126558.5,,,,,,,,,110838.0,,,,,414.0,,6717.57,90.4,89.9,,,-4.927536231884058,,14.46280991735538,8.39328537170263,14.26649922020116,-20.39999999999999,,15720.5,-22.566371681415927,21.71497584541063,,
Ivory Coast,CIV,1972.0,-6.3,,8.52,,,108.5,139540.7,,,,,,,,,114317.0,,,,,439.3,,7002.03,102.2,102.2,,,-1.4340997040746641,,-2.0758122743682272,13.053097345132736,12.470685626700737,-6.299999999999997,,25223.70000000001,-6.164383561643835,23.26428408832233,,
Ivory Coast,CIV,1973.0,-6.6,,9.47,,,125.3,190856.3,,,,,,,,,157522.0,,,,,471.6,,7417.88,118.7,117.7,,,-1.3994910941475824,,15.48387096774193,16.144814090019576,17.9197656234673,-6.599999999999994,,33334.29999999999,-5.560235888795282,24.957591178965224,,
Ivory Coast,CIV,1974.0,-1.1,,11.12,,,156.6,291770.5,,,,,,,,,232286.0,,,,,559.1,,7738.91,155.5,139.6,,,-0.19674476837774996,,24.98004788507582,31.00252737994944,28.71624975514735,-1.0999999999999943,,59484.5,-0.707395498392283,24.968699695939904,,
Ivory Coast,CIV,1975.0,-18.2,,12.38,,,231.3,254571.7,,,,,,,,,241393.0,,,,,566.2,,8377.58,213.1,168.3,,,-3.2144118685976686,,47.70114942528736,37.041800643086816,49.61287131380323,-18.200000000000017,,13178.700000000012,-8.540591271703425,29.724478982691625,,
Ivory Coast,CIV,1976.0,-41.1,,13.86,,,362.7,392501.0,,,,,,,,,311607.0,,,,,739.0,,9459.53,321.6,236.7,,,-5.561569688768606,,56.809338521400775,50.915063350539654,88.78669382289219,-41.099999999999966,,80894.0,-12.779850746268655,32.0297699594046,,
Ivory Coast,CIV,1977.0,20.2,,17.68,,,568.4,529211.7,,,,,,,,,429566.0,,,,,834.5,,10151.71,588.6,317.8,,,2.420611144397843,,56.71353735869864,83.02238805970148,189.04815524093328,20.200000000000045,,99645.69999999995,3.4318722392116885,38.08268424206111,,
Ivory Coast,CIV,1978.0,-148.7,,19.96,,,755.7,524382.2,,,,,,,,,522502.0,,,,,939.9,,11259.05,607.0,370.6,,,-15.820832003404616,,32.95214637579171,3.1260618416581787,210.16008897980606,-148.70000000000005,,1880.1999999999534,-24.497528830313012,39.42972656665603,,
Ivory Coast,CIV,1979.0,-202.0,,23.29,,,843.0,534846.9,,,,,,,,,528850.0,,,,,1539.2,,11528.61,641.0,406.1,,,-13.123700623700623,,11.552203255260007,5.601317957166385,193.65264780012694,-202.0,,5996.900000000023,-31.513260530421217,26.38383575883576,,
Ivory Coast,CIV,1980.0,-272.0,,26.7,,,890.0,663919.0,,,,,,,,,631899.0,,,,,1782.8,,10265.49,618.0,459.7,,,-15.256899259591655,,5.575326215895604,-3.5881435257410277,131.97843763281946,-272.0,,32020.0,-44.01294498381877,25.785281579537806,,
